WPS	Sixltr	Dic	i	we	you	shehe	they	ipron	article	auxverb	past	present	future	adverb	preps	conj	negate	quant	social	posemo	negemo	insight	cause	discrep	tentat	certain	inhib	incl	excl	motion	space	time	work	achieve	money	relig	death
21.52	32.57	73.43	1.4	2.03	0	1.49	.32	4.19	6.59	6.27	1.62	5.73	1.53	3.02	11.59	6.45	.95	2.17	6.63	3.7	4.24	2.07	2.93	2.17	2.44	1.58	1.94	5.59	1.62	1.85	6.27	3.61	3.38	4.1	.27	.32	.54
16.61	28.91	75.63	1.58	2.93	.13	1.26	.44	4.85	6.53	8.1	2.11	7.09	1.45	3.4	11.76	5.36	1.45	1.99	8.32	2.33	3.5	2.99	2.52	1.77	1.29	1.8	.76	5.64	1.99	2.02	5.42	3.66	3.28	3.72	.82	.28	.88
22.91	39.04	68.67	1.36	1.16	0	.97	.34	2.81	8.39	5.58	.97	4.12	.87	2.33	12.27	5.63	.53	2.09	4.46	3.3	4.9	2.62	2.47	1.16	1.45	1.41	1.36	3.98	1.45	.73	4.22	3.25	4.66	3.64	.48	.19	.63
18.77	32.38	75.14	2.6	2.32	0	1.5	.27	3.83	7.24	8.33	.27	8.06	1.37	1.37	11.61	4.37	1.64	2.6	6.69	3.42	4.51	2.87	2.46	1.09	1.78	1.09	1.23	4.78	1.91	1.64	5.46	2.87	4.23	5.19	.27	0	.82
17.95	28.67	77.28	2.84	3.82	0	.82	.71	3.82	6.61	8.57	.93	7.05	2.46	2.46	11.69	5.57	1.42	2.35	8.41	2.62	5.08	2.89	1.69	2.35	2.13	1.8	1.47	6.23	1.97	1.75	4.42	4.48	2.46	2.84	.76	.38	.82
20.37	30.03	75.17	1.32	3.18	0	1.11	.37	5.12	7.26	8.33	1.32	6.89	2.02	2.76	11.59	5.53	1.44	2.56	7.76	2.35	5.36	2.97	2.27	1.98	2.72	1.86	.87	4.87	3.01	1.49	5.2	3.55	1.98	3.18	.29	.25	.45
16.71	28.74	76.19	1.12	3.2	.13	1.79	.61	4.74	7.01	8.29	1.02	7.36	1.73	2.94	11.07	5.57	1.6	1.82	8.58	4.29	3.42	2.53	3.26	1.5	2.14	2.08	1.6	4.54	2.94	1.76	5.31	3.04	2.66	3.52	.26	.26	.64
19.79	30.96	72.65	1.53	3.4	0	1.02	.81	4.71	7.43	6.58	1.53	5.65	1.66	2.12	11.97	5.01	.98	1.83	8.15	3.18	3.65	2	2.21	1.91	2.12	1.32	.76	5.56	2	1.61	6.16	4.29	2.85	3.61	.47	.08	.72
20.21	28.95	74.93	.49	3.67	0	2.1	.74	4.45	6.64	7.51	1.53	7.3	1.2	1.86	12.58	4.54	1.15	1.57	10.06	2.56	6.72	2.1	1.77	1.28	1.28	1.57	1.24	4.95	1.57	1.69	5.48	4.45	2.31	2.64	.45	.45	1.03
19.89	32.6	73.84	1.86	2.99	.11	.28	.96	4.52	7.4	6.67	1.13	4.92	1.86	2.37	12.77	4.07	.79	2.03	7.4	1.69	5.59	2.26	2.09	1.81	1.47	1.02	1.19	4.52	1.3	1.98	6.21	4.07	2.49	3.62	0	.06	1.02
16.84	33.76	73.34	3.84	1.63	0	.47	.7	3.73	8.96	6.75	.7	6.98	2.21	1.63	9.55	5.59	1.16	1.16	7.22	2.68	4.42	2.44	3.14	2.44	1.4	1.16	1.63	4.42	2.21	1.63	5.82	1.51	3.14	2.91	.58	0	.7
14.45	25.24	76.4	2.14	2.58	.25	1.95	.88	4.85	6.86	9.63	3.46	8.62	1.01	2.83	10.45	4.34	2.14	1.89	8.43	1.64	4.66	1.76	1.64	1.51	2.08	.88	.69	5.1	2.83	1.51	6.42	4.22	2.83	2.33	.38	.25	1.32
22.13	34.51	72.38	1.21	2.79	0	.98	.23	3.91	7.69	6.47	2.1	5.26	1.54	2	10.85	5.26	1.21	1.16	7.27	3.26	4.15	2.33	2.05	2.33	1.72	1.82	1.63	5.96	2.24	1.91	5.68	3.21	3.59	4.24	.47	.09	.37
16.97	31.66	72.54	2.2	3.48	0	1.18	.1	3.43	7.99	7.02	.87	5.99	2.25	2.1	10.5	4.56	1.33	1.59	6.71	2.61	4.76	2	3.48	2.82	2.15	1.23	1.38	5.02	2.92	1.28	6.3	4.25	2.51	3.18	.82	.1	.61
20.14	38.16	67.28	.52	.78	0	1.52	.47	3.29	5.28	4.65	1.36	4.29	.73	2.04	12.75	4.86	1.15	1.83	5.8	1.62	4.44	2.72	3.14	.63	1.1	1.93	2.98	4.97	1.73	1.31	5.44	4.81	3.61	2.67	.37	.16	.31
25.93	34.71	72.86	1.93	1.79	0	.5	.36	5.71	7.36	6.14	.79	6.71	1.36	2.71	11.79	4.5	.43	1.57	4.71	2.29	5.36	2.57	3.43	1.71	1.71	.71	1.93	3.93	1.21	1.43	6.93	3.64	3.79	3.29	.29	.07	.43
20.62	32.73	73.94	.78	2.94	0	1.65	.35	4.94	5.89	7.1	.69	7.01	2.16	2.77	10.48	5.28	1.21	2.34	8.4	4.42	4.33	3.2	2.25	2.68	2.16	2.34	2.6	5.02	1.73	1.56	4.42	3.64	3.38	3.29	.26	0	.35
15.52	33.76	76.03	1.55	3.09	0	2.32	0	4.64	9.79	6.7	.26	7.99	.26	.77	12.37	2.84	1.29	1.55	10.31	3.61	3.09	2.32	1.8	1.03	.77	.77	1.8	5.15	1.29	3.09	4.64	4.12	3.35	3.09	.77	0	.26
19.13	32.06	72.36	2.21	2.01	.1	1.71	.3	3.92	6.83	6.23	1.81	5.83	1.31	2.01	11.76	5.03	1.01	1.31	7.44	2.91	5.43	2.61	1.31	1.71	1.01	1.91	1.31	4.32	2.01	1.21	6.63	5.33	2.81	2.51	.5	.2	.8
28.42	34.54	71.76	1.57	1.85	0	1.3	.46	3.52	7.22	4.81	1.48	3.8	.93	1.85	11.76	6.3	.65	1.85	7.04	2.96	4.07	2.69	2.78	.93	1.11	1.76	1.94	6.48	1.39	1.3	6.02	4.26	4.17	3.52	.19	0	.65
20.89	32.82	69.15	.68	1.71	0	.77	.43	3.76	7.09	7.18	.94	5.47	1.11	1.37	11.28	5.04	.77	1.79	6.75	1.79	7.01	1.97	1.88	1.11	1.79	1.11	1.28	4.44	1.88	1.03	4.96	4.96	3.33	2.82	0	0	.77
22.49	33.53	73.68	2.28	.48	0	1.32	.48	4.45	8.41	6.73	.96	7.09	.96	2.16	11.54	6.25	1.2	1.08	5.17	3.85	4.09	3.85	3.12	2.16	2.16	1.08	1.68	4.09	2.4	1.32	5.17	3.25	3	3.37	0	.12	.24
20.45	34.16	69.2	.58	1.62	.23	1.68	.1	3.92	7.55	5.63	1.65	4.79	1.2	1.98	12.34	4.7	1.26	1.3	7.12	2.62	3.69	3.17	2.85	1.94	1.49	1.42	1.17	4.27	1.85	1.39	5.15	2.91	4.08	3.63	.19	.19	.97
16.68	28.3	72.34	.32	3.28	0	.88	.4	4.56	7.11	6.95	1.28	6.55	1.52	1.76	12.07	4	1.68	1.12	7.35	2.08	5.6	2	2.8	1.68	1.44	1.52	2.08	4.64	2.72	1.6	5.36	5.76	2.08	2.16	.64	.08	.32
17.18	31.57	78.84	4.76	2.65	0	2.82	.71	3.35	5.64	7.94	.71	10.05	1.06	1.59	10.93	5.29	2.12	1.41	10.76	4.23	4.41	4.76	2.65	2.29	2.12	2.47	1.41	4.94	2.29	2.29	3.35	3.7	2.47	3.88	.35	0	.53
20.79	32.33	68	.8	2	0	.94	.4	3.47	7.95	5.74	1.07	4.61	1.27	1.34	12.02	4.28	.94	2.14	6.28	2.94	4.34	1.47	1.67	1.34	1.27	.94	1.8	4.54	1.67	1.14	7.01	4.21	3.01	2.87	.27	.67	.6
15	31.68	74.98	1.65	1.86	0	.14	1.03	5.57	6.32	6.53	2.75	5.15	.76	3.78	11.13	5.36	1.79	2.06	6.53	1.99	6.46	1.58	1.37	1.03	1.79	1.37	.96	4.19	1.92	1.03	6.12	5.29	1.79	2.06	.34	.48	2.41
20.21	33.88	75.55	2.15	1.92	0	.99	1.69	4.66	6.46	8.15	1.34	7.28	1.92	3.49	10.54	5.36	1.8	2.85	8.85	2.5	3.61	3.08	2.74	1.34	2.85	1.22	1.57	3.43	2.39	1.28	5.12	2.97	2.68	3.43	.23	.52	.58
22.28	29.15	77.03	1.5	1.3	.33	.98	.98	5.66	8.59	8.39	2.6	8.2	1.43	2.67	13.6	4.16	1.04	1.63	8.2	1.69	3.32	1.89	2.34	1.76	2.8	1.17	1.11	3.32	1.82	1.17	6.44	3.84	2.21	2.02	.2	.26	.26
16.62	27.34	77.01	4.75	1.47	.87	.53	1.34	4.28	7.42	8.96	2.34	10.23	1.07	3.07	12.5	5.55	1.74	1.47	7.62	2.81	3.21	2.01	2.27	1.27	1.67	1.27	2.14	3.94	2.47	2.07	4.48	2.61	2.41	3.01	.47	0	.4
19.5	26.15	75.79	2.48	1.93	0	.92	.59	5.72	7.82	8.2	3.11	7.57	.92	3.78	12.86	5.09	1.39	1.6	6.43	1.68	3.78	2.31	2.4	1.09	1.72	1.01	1.35	4.92	1.93	1.98	7.61	4.62	2.65	2.44	.38	.17	.8
27.29	30.89	74.45	1.02	2.49	0	.2	.66	4.22	8.6	6.11	1.48	6.77	1.17	2.14	13.59	4.68	.92	1.68	7.68	2.04	3.92	2.24	3.05	1.07	1.17	1.48	2.09	6.01	1.17	1.63	5.85	3.61	3.21	2.34	.31	.05	.2
17.6	25.8	79.17	5.27	1.83	.12	.89	.65	7.28	8.28	9.41	2.54	11.66	.71	2.78	12.84	3.02	.95	2.78	6.86	2.6	.65	3.25	2.13	1.3	1.6	1.3	.89	3.91	1.48	2.01	5.5	2.9	3.08	2.72	0	.12	.12
24.16	33.33	67.59	.98	2.78	0	.98	1.58	5.77	7.03	6.64	1.25	6.32	.93	1.25	12.64	5.01	.93	.93	9.48	1.96	2.78	1.85	2.12	1.2	1.36	.82	1.03	5.12	.93	1.31	6.21	2.02	3.1	2.4	.44	.16	.98
23.55	30.24	72.63	1.32	2.24	.29	.98	1.38	7.69	7.86	8.43	2.07	6.88	1.2	3.44	12.11	4.25	.57	1.66	9.29	1.66	2.24	1.72	2.29	1.15	1.84	1.03	1.38	4.48	.98	1.09	5.34	2.47	3.21	1.55	.52	.4	.34
14.38	31.51	74.72	3.04	2.43	.28	.5	.77	3.7	8.61	7.73	.94	9.05	1.43	2.59	10.6	5.96	1.16	1.27	8.17	3.59	4.25	3.04	2.54	1.66	1.82	.99	1.43	4.58	1.93	1.38	5.41	2.1	3.2	2.92	.33	.22	.83
18.17	27.81	76.69	1.12	3.61	.12	1.66	.95	5.98	6.98	9.7	2.72	8.52	1.24	2.66	11.01	6.63	.95	1.42	10.18	1.89	4.73	2.13	2.66	1.83	2.43	1.01	.71	6.15	2.72	1.72	5.21	2.43	3.2	3.14	.06	.12	1.18
18.49	30.01	71.43	2.07	2.07	0	1.17	.45	4.91	7.21	6.62	.77	7.35	1.22	2.57	11.63	4.69	1.04	1.71	7.26	1.98	2.34	2.7	2.21	1.89	1.76	1.04	.99	4.73	1.26	1.89	6.13	4.46	3.15	2.75	.32	.09	.18
20.42	34.06	75.15	1.68	2.41	0	.88	0	4.39	7.09	6.43	1.02	5.7	1.61	2.7	13.08	5.04	1.39	2.12	5.41	3.14	5.04	1.68	1.75	2.85	2.12	1.17	1.83	5.48	3	2.34	6.07	3.95	3.95	4.97	.51	.07	.51
24.84	28.99	73.91	1.86	1.91	0	1.02	.37	5.28	7.84	6.54	2.88	5.88	.5	3.01	13.52	4.89	1.12	2.07	7.14	2.41	2.88	2.72	2.2	.71	1.62	.94	1.1	4.55	2.12	1.78	5.31	4.68	2.9	3.48	.42	.03	.73
15.98	24.38	79.4	6.13	1.17	1.3	1.83	.52	6	6.13	9.52	2.35	10.04	.65	3.65	11.21	7.04	2.22	2.22	11.99	2.74	.52	3	.91	1.69	2.74	1.04	.26	3.26	4.56	1.56	5.74	2.09	3.39	2.09	.65	0	.26
13.16	28.18	78.11	4.06	3.54	0	.39	1.05	5.64	7.47	8.52	1.44	7.6	2.75	2.62	9.96	3.54	1.57	1.31	10.22	2.49	3.41	2.36	2.23	3.8	1.83	1.31	.52	5.5	2.88	2.36	6.95	3.01	2.36	2.49	.13	0	.52
19.72	32.06	74.04	.99	2.91	.14	1.1	.78	3.26	8.01	7.94	1.38	6.63	1.6	2.59	12.02	4.65	1.31	1.99	8.12	2.59	4.65	2.52	2.34	1.42	2.2	1.06	2.06	4.54	2.55	1.31	5.85	3.55	3.65	3.33	.32	.11	1.81
13.61	22	79.43	1.35	3.83	.7	1.78	.91	6.74	6.57	9.52	1.61	9.87	.74	3	12.83	4.57	1.74	2.13	10.17	2.35	3.65	1.7	1.26	1.48	2.43	.96	.57	7.09	3	2.52	6.87	4.35	1.87	1.83	.22	.22	.43
14.71	26.21	78.83	1.81	2.98	.13	2.01	.52	4.98	6.86	7.44	1.36	7.9	1.1	3.88	10.61	6.02	1.94	2.14	10.42	2.52	4.21	2.27	1.94	1.29	1.36	1.42	.97	5.63	1.94	1.36	5.44	4.66	1.68	2.07	.39	.26	.45
27.66	30.47	73.5	3.56	1.48	0	.89	.36	4.45	8	7.05	2.13	6.99	.65	2.61	11.91	4.27	1.48	1.96	5.16	3.44	4.03	3.08	1.3	.89	1.96	1.6	1.96	3.14	2.31	.77	5.45	4.09	2.31	2.85	.36	.3	.47
14.03	27.6	75.92	1.82	2.07	.21	2.82	1.12	5.51	6.55	9.61	3.94	7.21	1.57	2.74	10.94	4.14	1.57	1.99	9.7	2.45	2.49	3.03	3.23	1.82	1.91	1.41	.46	4.48	2.07	2.49	4.72	3.11	2.98	2.9	.29	0	.29
21.75	38.31	67.56	1.02	1.53	0	1.15	0	2.94	6.64	5.87	1.02	4.47	1.4	2.3	11.49	3.7	1.28	1.79	5.62	2.68	4.09	1.28	1.15	1.79	1.53	1.79	1.53	4.09	.89	1.53	5.36	6.13	5.24	3.7	.51	.51	.38
23.44	31.89	73.46	1.19	2.1	.05	1.24	.78	4.57	7.96	6.56	1.67	5.92	1.23	1.99	12.85	5.17	1.3	1.58	7.22	2.44	4.2	2.38	2.84	1.6	2.08	1.55	1.19	4.82	2.04	1.48	5.87	3.68	3.38	3.48	.37	.11	.85
18.89	32.92	71.2	.67	3.12	0	.11	.17	3.45	8.64	6.52	.61	5.07	1.95	2.23	11.87	5.79	1.67	2.56	5.96	3.29	2.28	2.84	2.45	1.67	1.78	1.78	1.39	6.18	1.95	1.95	6.57	3.9	3.9	3.51	.5	.17	.45
19.87	29.5	77.29	2.97	1.88	.03	.49	.49	6.06	7.4	7.85	1.64	6.94	1.61	2.91	12.4	5.06	1.52	2.03	6.55	3.49	3.24	3.85	1.82	2.58	2.88	2.18	1	3.79	2.94	1.46	5.18	3.52	2.3	3.46	.15	0	.27
15.61	29.97	74.24	1.82	2.77	.19	1	.67	4.68	7.12	7.65	1.34	6.98	1.34	3.82	11.71	5.83	1.29	2.06	7.79	2.53	3.68	3.39	1.91	1.77	2.82	1.86	.76	4.64	2.63	1.43	4.68	3.82	2.29	2.72	.62	.19	.43
16.54	20.93	80.29	3.34	2.56	1.62	2.31	.88	5.26	7.57	9.58	2.31	10.12	1.67	3.05	12.19	4.86	2.01	1.28	13.12	2.06	2.31	2.11	2.01	2.21	2.7	1.13	.84	4.42	2.75	1.62	5.9	3.69	1.97	1.77	.2	.1	.84
17.44	33.95	70.84	.65	1.3	0	1.74	.85	2.89	5.68	6.48	1.69	5.28	1.05	2.29	11.47	5.58	.8	2.34	6.93	2.19	7.13	1.65	2.09	1.3	1.25	1	.95	4.89	1.65	.9	5.83	3.14	3.99	2.59	.6	.1	1.4
18.85	26.98	79.63	2.54	3.67	.28	1.07	.34	5.98	6.55	8.13	1.75	8.52	1.3	4.12	12.92	5.25	1.35	2.03	9.59	2.37	3.16	3.22	2.2	2.14	2.2	1.81	1.19	4.63	2.37	1.69	5.53	3.22	3.16	4.68	.23	0	.45
25.38	31.84	72.77	1.14	3.05	.18	.39	.28	5.18	9.12	6.53	1.14	6.07	1.56	1.99	11.43	4.69	1.67	1.14	7.14	2.2	3.51	2.84	3.44	2.63	2.56	.99	1.46	4.72	3.62	2.2	6.64	3.12	2.27	2.63	.07	.11	.25
22	34.09	75	3.25	4.22	0	.97	0	2.92	6.17	5.52	.65	9.09	.97	1.95	13.64	3.9	.65	1.62	8.12	5.19	4.87	1.95	1.95	1.3	.97	2.27	1.3	5.84	1.62	2.92	9.09	2.92	2.27	2.6	0	0	0
18.15	31.16	76.33	1.32	3.73	.12	.27	.35	6.29	8.85	7.06	1.47	6.71	1.32	2.91	12.88	4.15	1.01	1.59	7.53	3.38	2.29	3.03	2.44	1.86	2.13	1.59	.85	5.74	2.1	2.21	6.79	2.56	2.48	4.62	.31	0	.23
20.07	35.94	67.62	1.78	1.78	.18	0	.71	3.38	8.72	4.8	1.6	5.34	.89	1.25	12.46	4.45	.53	1.25	8.36	4.09	3.02	3.02	1.78	1.25	.89	1.42	1.6	4.98	.53	1.78	6.94	1.78	2.49	2.85	0	.53	.18
15.33	32.32	72.55	1.17	2.02	.04	1.21	.7	4.84	6.82	8.06	2.57	6.52	.81	2.64	12.28	3.37	1.06	2.09	7.55	1.98	5.28	2.42	1.5	1.03	1.1	1.65	.88	4.4	1.25	1.47	5.35	3.74	2.71	2.38	.4	.11	.88
16.26	23.82	79.13	1.35	4.67	.12	1.56	1.23	6.93	6.31	10.99	3.9	9.68	1.35	4.02	12.26	5	1.72	1.72	11.56	1.8	2.83	2.62	1.44	2.09	2.3	1.85	.82	6.19	3.08	1.93	5.82	5.25	1.07	1.48	.49	.08	.33
16.56	29.87	76.97	1.85	4.49	.08	.17	.71	4.7	7.13	8.01	1.89	7.59	1.38	2.22	11.95	4.61	1.51	1.68	9.44	2.39	4.07	3.4	1.8	1.38	2.1	1.55	.8	5.79	2.22	1.8	6.71	4.74	3.65	3.27	.59	.04	.88
15.65	26.85	76.46	.87	4.69	0	1.66	.47	4.42	7.89	9.15	3	7.93	1.18	2.84	11	4.65	1.81	1.97	11.12	2.56	2.17	3.04	1.74	1.81	1.7	1.54	1.34	7.06	2.17	2.21	4.38	3.98	3.04	4.38	.24	0	.35
20.23	36.1	69.4	.33	2.19	0	.72	.85	3.35	8	6.14	.83	4.59	1.7	1.47	12.16	4.84	.89	2.05	5.62	2.19	5.09	2.4	2.96	1.39	2.67	1.24	1.3	3.85	2.3	1.18	5.96	2.67	3.04	3.66	.66	.25	.83
18.65	34.88	71.97	1.66	2.93	.06	.5	.39	4.48	8.07	6.63	1.38	4.64	1.82	1.82	11.5	4.59	.88	1.44	7.63	2.87	3.76	3.1	1.66	1.44	1.93	1.49	1.44	4.59	1.6	1.88	6.36	3.7	2.6	2.54	.5	.22	.55
16.92	26.21	75.99	1.77	2.89	.23	1.97	.95	5.42	7.91	8.6	3.58	7.62	1.08	2.73	11.43	2.92	1.58	1.81	10.61	2.59	2.23	2.56	1.48	1.35	1.54	1.05	1.22	4.4	1.9	1.54	6.34	4.89	2.76	2.1	.23	.16	.3
19.73	26.69	75.6	2.23	1.84	0	1.89	.78	6.96	7.13	9.42	4.85	5.79	1.11	2.56	12.09	4.79	2.9	1.62	8.19	1.84	2.17	1.73	2.17	1.23	2.12	1	.89	4.96	4.23	2.67	6.63	4.23	2.34	2.06	0	0	.5
17.85	29.99	71.29	1.39	2.93	0	.43	.59	4.22	7.15	7.04	1.12	5.6	1.81	3.36	12.06	5.23	1.12	2.13	6.56	1.49	4.32	2.45	1.6	1.28	2.13	.96	.69	5.76	1.92	1.92	7.68	3.9	2.08	2.4	.37	.32	1.12
